Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
09-Nov-18,290,302.35,290,298.45,297.9089595,385191,4594,114751850,26472,6.87,12.35,8.45
07-Nov-18,308,308.9,304,305.95,306.2999336,18074,385,5536065,2970,16.43,4.9,-2.05
06-Nov-18,303.9,307.7,303,305.05,305.2115432,97928,1072,29888756,27678,28.26,4.7,1.15
05-Nov-18,301.9,305.45,298,302.5,301.8193668,126505,1658,38181659,12740,10.07,7.45,0.6
02-Nov-18,297,307.8,293.5,302.45,302.0071977,282592,2974,85344818,19988,7.07,14.3,5.45
01-Nov-18,294.5,297.55,287.55,292.8,292.7491655,221979,2091,64984167,59192,26.67,10,-1.7
31-Oct-18,292.15,296.8,279.1,292.15,286.7340424,297273,3226,85238289,40200,13.52,17.7,0
30-Oct-18,295.9,303.6,289.6,291.85,293.416036,213258,2735,62573317,32136,15.07,14,-4.05
29-Oct-18,303,303.1,290,293.65,295.917184,307187,3484,90901912,22807,7.42,13.1,-9.35
26-Oct-18,297,305.95,287.2,298.3,297.3560231,445075,5555,132345732,41966,9.43,18.75,1.3
25-Oct-18,307.4,310.7,293.05,295.85,302.0152678,516578,6807,156014443,52625,10.19,17.65,-11.55
24-Oct-18,287.5,328.75,286.9,316.75,304.280521,519298,6300,158012266,139982,26.96,41.85,29.25
23-Oct-18,283,290.6,283,285.9,286.2852144,120313,1943,34443833,21631,17.98,7.6,2.9
22-Oct-18,288.7,292,277,286,283.3451762,259227,3364,73450720,23172,8.94,15,-2.7
19-Oct-18,287.8,293,284.95,286.85,288.7066894,189001,1820,54565853,54258,28.71,8.05,-0.95
17-Oct-18,295.05,297.75,284.8,288.1,290.7245424,179966,2496,52320533,32443,18.03,12.95,-6.95
16-Oct-18,291,295.8,289.8,293.9,293.2013206,123579,1767,36233526,22427,18.15,6,2.9
15-Oct-18,290.55,293.4,284.45,291.4,288.5750616,132751,1736,38308628,18184,13.7,8.95,0.85
12-Oct-18,289.7,292.45,284.7,290.55,286.1337453,12594690,5902,3603765820,11831906,93.94,7.75,0.85
11-Oct-18,290,294.55,282.35,286.25,286.0331276,7754464,2765,2218033591,7520958,96.99,12.2,-3.75
10-Oct-18,290.95,303.95,284.1,295.65,290.4743401,2264565,4048,657798024,1875320,82.81,19.85,4.7
09-Oct-18,295.4,296.3,287.25,288.6,290.0214401,682133,2015,197833195,550470,80.7,9.05,-6.8
08-Oct-18,300,302,291.1,295.35,294.5872118,142194,3309,41888534,17489,12.3,10.9,-4.65
05-Oct-18,309.25,315.85,287.5,296.75,304.9688071,274582,5942,83738945,66053,24.06,28.35,-12.5
04-Oct-18,315,317.4,302.35,310,310.56007,301332,3371,93581687,35382,11.74,15.05,-5
03-Oct-18,325.15,327,316.45,318.65,320.6478936,6671599,4410,2139234166,6409852,96.08,10.55,-6.5
01-Oct-18,340,340.2,321.95,325.85,327.7607137,325284,2992,106615316,134892,41.47,18.25,-14.15
28-Sep-18,359.85,359.9,335.45,338.25,343.8676305,264774,5533,91047208,32416,12.24,24.45,-21.6
27-Sep-18,361,363,353.8,356.1,358.9833837,108508,2391,38952569,11483,10.58,9.2,-4.9
26-Sep-18,364.4,364.95,357.3,360.9,360.831415,104689,2881,37775080,14377,13.73,7.65,-3.5
25-Sep-18,360,363,344.05,360.1,350.6818676,241827,4678,84804344,29991,12.4,18.95,0.1
24-Sep-18,371,373.25,350.5,357.5,357.5856536,482922,6464,172685979,193025,39.97,22.75,-13.5
21-Sep-18,367.8,377.05,356.9,372.4,367.8441551,240656,4431,88523903,29206,12.14,20.15,4.6
19-Sep-18,376.7,380.2,362,369.7,373.1636561,585539,2152,218501874,507716,86.71,18.2,-7
18-Sep-18,380,388.7,372.7,373.55,379.0746814,91348,2075,34627714,10299,11.27,16,-6.45
17-Sep-18,381,390.75,377.55,382.4,383.2147985,254904,3794,97682985,24117,9.46,13.2,1.4
14-Sep-18,378,388.95,373.4,383.65,375.4812883,642673,2618,241311686,520467,80.98,15.55,5.65
12-Sep-18,382,384.7,372.3,375,375.19595,1164057,1352,436749472,1006892,86.5,12.4,-7
11-Sep-18,389.9,392.55,378.25,379.85,384.6919671,132580,1689,51002461,15245,11.5,14.3,-10.05
10-Sep-18,390.6,397.5,382.4,388.3,388.7187106,292016,2413,113512083,38101,13.05,15.1,-2.3
07-Sep-18,372.5,395,369,390.8,380.3185703,621147,3242,236233739,336078,54.11,26,18.3
06-Sep-18,370.1,374.65,368.55,372.25,371.6869624,95685,1010,35564867,15295,15.98,6.1,2.15
05-Sep-18,378,378,366.95,372.6,372.7685801,155570,2050,57991608,15225,9.79,11.05,-5.4
04-Sep-18,384.25,384.25,375.1,377.75,379.4989399,122157,1254,46358452,21509,17.61,9.15,-6.5
03-Sep-18,385.5,389.7,380.5,384.25,384.0187648,183908,1610,70624123,58851,32,9.2,-1.25
31-Aug-18,379.25,386,376,383.35,380.111828,950343,2948,361236615,815939,85.86,10,4.1
30-Aug-18,375,384.9,375,382.6,380.2127557,126093,1931,47942167,15975,12.67,9.9,7.6
29-Aug-18,380,382.2,373.35,374.85,378.0136297,105725,1555,39965491,12625,11.94,8.85,-5.15
28-Aug-18,380.15,385.9,374.65,376.45,378.3402435,134680,1761,50954864,10809,8.03,11.25,-3.7
27-Aug-18,370.95,383,368.5,378.35,376.2941031,169648,2115,63837542,31291,18.44,14.5,7.4
24-Aug-18,369,371.5,365.3,368.5,367.6087544,88070,1025,32375303,13192,14.98,6.2,-0.5
23-Aug-18,371,376.75,368.4,369.25,370.9807372,96559,1406,35821529,13863,14.36,8.35,-1.75
21-Aug-18,368,370.35,363.05,367.75,367.7435954,114058,1555,41944099,17721,15.54,7.3,-0.25
20-Aug-18,373.8,374,367.45,370.4,370.5795053,141305,2489,52364737,30829,21.82,6.55,-3.4
17-Aug-18,373.5,374.45,366.5,371.25,369.9868852,101565,2120,37577718,7324,7.21,7.95,-2.25
16-Aug-18,371.95,373.85,366.05,372.05,370.0923371,481291,2806,178122111,383220,79.62,7.8,0.1
14-Aug-18,369,371.8,364.3,366.5,367.531165,110990,1951,40792284,14094,12.7,7.5,-2.5
13-Aug-18,370,375.1,362.8,368.95,370.841257,137310,2066,50920213,11225,8.17,12.3,-1.05
10-Aug-18,366.8,374.7,365.25,369.1,370.5712683,206782,2547,76627468,17929,8.67,9.45,2.3
09-Aug-18,388.4,388.4,364.9,366.75,369.8901342,1852705,8519,685297301,1092408,58.96,23.5,-21.65
08-Aug-18,384.5,387.05,373.6,384.6,380.3408411,128001,1716,48684008,9727,7.6,13.45,0.1
07-Aug-18,386.2,386.2,379.1,381.35,382.0729796,108866,1379,41594757,13278,12.2,7.1,-4.85
06-Aug-18,374.8,387.95,374.8,386.2,382.0705557,257683,3220,98453087,45323,17.59,13.15,11.4
03-Aug-18,377.95,377.95,370.5,374.7,373.8314705,176699,2209,66055647,21585,12.22,7.45,-3.25
02-Aug-18,385,385.05,369.6,372.95,375.1916864,207876,3619,77993347,25892,12.46,15.45,-12.05
01-Aug-18,391.5,398.55,382.35,383.65,394.3661849,685162,3348,270204724,420603,61.39,16.2,-7.85
31-Jul-18,379,392.05,378.7,390.7,388.0634279,404270,4365,156882402,38475,9.52,13.35,11.7
30-Jul-18,364,390.2,353.2,383.15,372.3245626,491671,6490,183061190,166384,33.84,37,19.15
27-Jul-18,363.9,373.35,351.6,364.45,366.6844568,843745,6716,309388177,324154,38.42,21.75,0.55
26-Jul-18,353,359.7,352.6,357.6,356.1982747,137138,2009,48848319,9497,6.93,7.1,4.6
25-Jul-18,357.2,357.2,344,351.85,348.1978334,236689,3136,82414597,23503,9.93,13.2,-5.35
24-Jul-18,361,365.65,351.25,356.4,360.6803051,99767,1819,35983992,9820,9.84,14.4,-4.6
23-Jul-18,335,359.9,335,357.6,355.1942416,155286,2416,55156693,25585,16.48,24.9,22.6
20-Jul-18,344.5,348.15,340.65,345.55,344.5637073,78892,1329,27183320,17649,22.37,7.5,1.05
19-Jul-18,339,347.2,338.35,345.05,343.8081012,180220,3125,61961096,31774,17.63,8.85,6.05
18-Jul-18,345,345,331.2,336.8,334.2437702,7931653,4225,2651105603,7721522,97.35,13.8,-8.2
17-Jul-18,346.6,350.4,340,342.25,341.5369701,653353,2664,223144204,518885,79.42,10.4,-4.35
16-Jul-18,358.55,359.5,344.45,346.2,350.1011001,102077,2353,35737270,19756,19.35,15.05,-12.35
13-Jul-18,363,363.45,357.25,358.05,359.9513881,104316,2584,37548689,28042,26.88,6.2,-4.95
12-Jul-18,366.8,366.8,357.55,361.8,363.0598569,61079,980,22175333,12103,19.82,9.25,-5
11-Jul-18,367.55,367.95,360.3,361.9,364.8893351,98351,2463,35887231,27402,27.86,7.65,-5.65
10-Jul-18,364.7,368.9,361,367.35,365.6040169,88327,1351,32292706,15110,17.11,7.9,2.65
09-Jul-18,366.3,366.3,361,361.55,362.7289751,151023,1616,54780418,43372,28.72,5.3,-4.75
06-Jul-18,360.35,365.3,360,361.85,362.0823183,127335,2443,46105752,24218,19.02,5.3,1.5
05-Jul-18,365,366.2,359.55,363.45,363.019374,313565,4130,113830170,97077,30.96,6.65,-1.55
04-Jul-18,369,370.9,362.7,366.45,366.7696079,145209,2404,53258248,16368,11.27,8.2,-2.55
03-Jul-18,372,373.45,366,370.2,369.7943261,151079,2301,55868157,37018,24.5,7.45,-1.8
02-Jul-18,381,381.7,359,367.15,377.997136,857555,3028,324153334,26639,3.11,22.7,-13.85
29-Jun-18,373,382.65,373,381,379.3670838,79742,1639,30251490,12807,16.06,9.65,8
28-Jun-18,375,380.9,368.1,376.35,374.3486222,110429,1331,41338944,17717,16.04,12.8,1.35
27-Jun-18,382.95,382.95,373,374.75,377.0275963,121973,4462,45987187,34982,28.68,9.95,-8.2
26-Jun-18,374.1,383.05,373,380.15,379.7734804,146782,2682,55743911,25729,17.53,10.05,6.05
25-Jun-18,371.5,377.6,370.65,373.6,374.2535608,75193,1297,28141248,9741,12.95,6.95,2.1
22-Jun-18,366.55,376.95,366.2,374.6,371.975366,148575,1501,55266240,14446,9.72,10.75,8.05
21-Jun-18,378,378,363.6,368.2,369.7534305,140504,1573,51951836,15111,10.75,14.4,-9.8
20-Jun-18,374.05,376.2,370.5,372.25,373.5087673,94898,1292,35445235,9887,10.42,5.7,-1.8
19-Jun-18,372,375.3,369.2,371.15,372.6002451,196653,2122,73272956,28085,14.28,6.1,-0.85
18-Jun-18,381,381,369,371.25,375.7692682,106769,2041,40120509,17522,16.41,12,-9.75
15-Jun-18,376.1,380.3,370.15,377.55,374.8572343,135901,1835,50943473,10294,7.57,10.15,1.45
14-Jun-18,375.5,383.8,374.05,376.15,382.0014978,2384854,2404,911017800,2147332,90.04,9.75,0.65
13-Jun-18,375,381.85,373.65,376.1,377.620262,191324,2269,72247819,17137,8.96,8.2,1.1
12-Jun-18,390,393.55,370,381.05,384.3866426,223038,2552,85732828,46026,20.64,23.55,-8.95
11-Jun-18,380,394,378.35,388.75,387.9601233,242322,3081,94011273,25349,10.46,15.65,8.75
08-Jun-18,376.8,383.4,372.55,376.75,378.3525674,153287,2338,57996530,22649,14.78,10.85,-0.05
07-Jun-18,379.95,386,374.7,379.95,380.2798333,212355,5183,80754324,23222,10.94,11.3,0
06-Jun-18,361,382.9,361,380.35,375.2624108,261628,2957,98179154,28166,10.77,21.9,19.35
05-Jun-18,373,380,357.6,363.8,363.7589614,826349,3096,300591854,653199,79.05,22.4,-9.2
04-Jun-18,384.05,390,370,371.85,377.7762013,140747,2321,53170867,21545,15.31,20,-12.2
01-Jun-18,378.45,384.85,372.85,382.6,379.2303254,140892,2392,53430519,14568,10.34,12,4.15
31-May-18,374,383.2,372,373.8,376.6154403,143598,1694,54081224,16399,11.42,11.2,-0.2
30-May-18,378,378.95,373,375.9,374.9898938,86185,1166,32318504,11812,13.71,5.95,-2.1
29-May-18,376.05,379.9,371.5,378.25,376.6410903,118938,1899,44796938,16808,14.13,8.4,2.2
28-May-18,377,380.5,370.8,374.2,375.3515426,140734,2420,52824724,20578,14.62,9.7,-2.8
25-May-18,377.35,380,367.4,376.65,373.3613455,327739,2262,122365074,172019,52.49,12.6,-0.7
24-May-18,357.15,373.7,356.9,371.45,366.2952046,159154,2938,58297347,26604,16.72,16.8,14.3
23-May-18,362,365.15,354.55,356.8,358.923042,202916,2820,72831228,48310,23.81,10.6,-5.2
22-May-18,357.95,370.5,352.1,361.9,362.7028177,316920,5241,114947777,69019,21.78,18.4,3.95
21-May-18,362,369,356.1,360.2,364.2730523,153260,2488,55828488,24272,15.84,12.9,-1.8
18-May-18,368.5,368.7,355.1,361.95,360.6950207,345653,4206,124675316,67519,19.53,13.6,-6.55
17-May-18,376.1,378.4,364.9,366.55,371.2565604,220946,3359,82027652,43204,19.55,13.5,-9.55
16-May-18,378,384,374.55,375.35,377.2579234,164797,1761,62170974,17817,10.81,9.45,-2.65
15-May-18,382,388.8,371.95,379.4,381.7950087,220463,3807,84171673,33788,15.33,16.85,-2.6
14-May-18,389.8,393.95,372.65,381.5,385.0123774,433370,4096,166852814,59181,13.66,21.3,-8.3
11-May-18,402,402,381.2,385.7,389.8931508,878453,7693,342502808,234414,26.68,20.8,-16.3
10-May-18,409,413.8,404,412.25,409.5009354,248569,3805,101789238,48287,19.43,9.8,3.25
09-May-18,400.75,409.15,397.5,402.6,403.9779461,267028,3341,107873423,71052,26.61,11.65,1.85
08-May-18,398.5,402.75,397.15,400.75,400.2907138,133069,1501,53266285,19443,14.61,5.6,2.25
07-May-18,400.5,404.5,395.9,398,399.7135472,185692,2357,74223608,26542,14.29,8.6,-2.5
04-May-18,411,418.25,394,396.6,405.32647,575765,6562,233372795,121990,21.19,24.25,-14.4
03-May-18,408,408,399.55,404.4,403.8421239,93206,1811,37640509,19994,21.45,8.45,-3.6
02-May-18,411,412,406,408,408.0149921,157149,1679,64119148,18626,11.85,6,-3
30-Apr-18,408.95,412.7,404.4,409.55,409.4804428,152859,3752,62592771,47703,31.21,8.3,0.6
27-Apr-18,408,415.85,401.05,408.95,407.2827687,239878,3242,97698176,31422,13.1,14.8,0.95
26-Apr-18,424,424,405,408.85,413.0419588,276319,3050,114131341,50359,18.22,19,-15.15
25-Apr-18,414,427,412.15,419.8,420.2617883,940909,9924,395428099,88562,9.41,14.85,5.8
24-Apr-18,403.5,408.5,396.6,406.1,401.3760865,647593,4592,259928344,298721,46.13,11.9,2.6
23-Apr-18,398.5,406.1,397.35,403.65,402.2798064,323345,2058,130075164,168434,52.09,8.75,5.15
20-Apr-18,394.9,402.9,391.55,400.75,398.4720215,206033,2791,82098386,25262,12.26,11.35,5.85
19-Apr-18,385.5,396.8,385.5,394.95,391.2716932,171701,2657,67181741,45851,26.7,11.3,9.45
18-Apr-18,383.8,391.75,382,384.8,386.6282126,266803,4447,103153567,73323,27.48,9.75,1
17-Apr-18,377.2,382.9,374.8,381.3,378.6380495,122514,1617,46388462,15892,12.97,8.1,4.1
16-Apr-18,376.3,380.5,375,377.2,377.0521747,557339,1363,210145882,12986,2.33,5.5,0.9
13-Apr-18,381.25,386.05,376.35,377.8,380.0676309,1147463,1923,436113544,1014151,88.38,9.7,-3.45
12-Apr-18,384.05,386,379.25,380.1,381.1363796,142360,1671,54258575,33937,23.84,6.75,-3.95
11-Apr-18,386.2,391.1,383.55,384.55,386.7974634,308833,3265,119455821,75936,24.59,7.55,-1.65
10-Apr-18,380.75,386.55,374.6,385.55,379.980439,394459,3856,149886704,82441,20.9,11.95,4.8
09-Apr-18,383.9,386.9,376.8,380.75,381.4265717,407275,4126,155345507,68747,16.88,10.1,-3.15
06-Apr-18,394,396.55,383.1,385.4,387.4319539,323817,3933,125457053,60447,18.67,13.45,-8.6
05-Apr-18,401.9,401.9,391.25,393.95,394.4882817,324065,4262,127839845,94020,29.01,10.65,-7.95
04-Apr-18,405,407,393.25,394.5,398.4870568,170089,2449,67778265,30679,18.04,13.75,-10.5
03-Apr-18,393.5,402.6,391.15,401.65,398.0023094,384516,2829,153038256,37267,9.69,11.45,8.15
02-Apr-18,401.4,403,390.6,394.45,394.7015316,308361,4784,121710559,57210,18.55,12.4,-6.95
28-Mar-18,412,415,396,398.9,402.3219728,304563,3960,122532387,75102,24.66,19,-13.1
27-Mar-18,420.2,421.7,400.9,411.45,413.1290614,348989,4034,144177498,61766,17.7,20.8,-8.75
26-Mar-18,412,422.95,406.7,421.65,414.2234512,151975,2070,62951609,30875,20.32,16.25,9.65
23-Mar-18,410,419.05,405.4,411.15,410.0448387,703700,9012,288548553,278391,39.56,13.65,1.15
22-Mar-18,415.25,420,412,415.25,415.998575,341744,4985,142165017,135465,39.64,8,0
21-Mar-18,407,420,403,418.6,414.235667,376090,5953,155789892,95887,25.5,17,11.6
20-Mar-18,400,403.55,393.5,400.15,398.4350522,250324,3333,99737856,41030,16.39,10.05,0.15
19-Mar-18,418.5,421.55,397.5,400.8,407.7670763,224975,2942,91737398,85732,38.11,24.05,-17.7
16-Mar-18,418,426.7,415,418.2,420.886926,891673,1821,375293508,36838,4.13,11.7,0.2
15-Mar-18,421,429,417.65,420.7,419.7057251,1427529,1844,599142094,370428,25.95,11.35,-0.3
14-Mar-18,425.9,426.5,418.75,422.5,421.8756539,138581,1481,58463950,20575,14.85,7.75,-3.4
13-Mar-18,421.5,429,420,425.9,424.7070231,724395,6108,307655644,314668,43.44,9,4.4
12-Mar-18,403.1,424.8,403.1,420.75,413.4544642,726845,7316,300517310,284401,39.13,21.7,17.65
09-Mar-18,407.4,408.5,397.8,401.95,403.4455787,398392,4313,160729491,128357,32.22,10.7,-5.45
08-Mar-18,412,414,395,401.2,404.7582623,653601,8252,264550405,154776,23.68,19,-10.8
07-Mar-18,411.5,416,391.1,403.4,403.1858404,824175,7178,332295690,344247,41.77,24.9,-8.1
06-Mar-18,422.2,427.3,412,413.85,419.5879042,243191,1901,102040002,52064,21.41,15.3,-8.35
05-Mar-18,428.95,428.95,418,421.2,422.5724957,118607,1377,50120056,9688,8.17,10.95,-7.75
01-Mar-18,429.5,436.7,425.05,426.75,431.4805696,370065,2730,159675857,175316,47.37,11.65,-2.75
28-Feb-18,431,433.5,425.35,427.35,428.4228995,341152,2941,146157329,140388,41.15,8.15,-3.65
27-Feb-18,423,433,423,431.05,428.5487923,170365,2145,73009715,54571,32.03,10,8.05
26-Feb-18,430,432.95,420.45,422.3,422.8601715,328860,2596,139061796,180805,54.98,12.5,-7.7
23-Feb-18,418.1,427.65,417.6,425.45,424.9313033,369741,2554,157114525,209579,56.68,10.05,7.35
22-Feb-18,424,424,413.7,416.05,417.6723496,298205,9588,124551983,189890,63.68,10.3,-7.95
21-Feb-18,418.05,422.3,417.4,419.35,419.2999736,325222,4480,136365576,224605,69.06,4.9,1.3
20-Feb-18,415.8,422.2,415.5,417.65,419.0691017,199749,5593,83708634,68799,34.44,6.7,1.85
19-Feb-18,418.65,420,403,414.15,411.1539846,366173,3257,150553488,91765,25.06,17,-4.5
16-Feb-18,432,432.45,418.65,419.45,424.9413977,184003,3297,78190492,70371,38.24,13.8,-12.55
15-Feb-18,438,439,426.55,428.3,431.9267847,196489,3452,84868862,36361,18.51,12.45,-9.7
14-Feb-18,424.15,437.65,424.15,434.2,434.1000634,367497,3513,159530471,82484,22.44,13.5,10.05
12-Feb-18,433,433,422,424.05,426.2521127,222230,2485,94726007,80748,36.34,11,-8.95
09-Feb-18,425,433.75,419.95,421.75,424.8911361,363408,3307,154408838,77790,21.41,13.8,-3.25
08-Feb-18,432,436,425.2,429.5,430.588124,265376,2099,114267754,55650,20.97,10.8,-2.5
07-Feb-18,448,449.15,426.05,429.85,435.9331074,345868,3875,150775312,102475,29.63,23.1,-18.15
06-Feb-18,420.2,447.5,420.1,438.75,440.2504766,696125,4202,306469363,32562,4.68,27.4,18.55
05-Feb-18,418,445.8,411.8,439.5,434.8557543,519946,7292,226101510,63185,12.15,34,21.5
02-Feb-18,435.2,444.9,415.6,421.8,429.2190801,289264,3458,124157628,75421,26.07,29.3,-13.4
01-Feb-18,435,446,430.35,438.05,436.8948484,501847,6251,219254369,128859,25.68,15.65,3.05
31-Jan-18,441.05,445.75,436.05,439.65,441.4100389,160236,2241,70729779,28521,17.8,9.7,-1.4
30-Jan-18,439.15,450.75,437.45,440.1,444.2115732,488923,4938,217185255,109193,22.33,13.3,0.95
29-Jan-18,449.7,449.7,422.2,440.55,440.4838344,673406,9226,296624457,267147,39.67,27.5,-9.15
25-Jan-18,461.5,466,445.1,452.6,454.1561095,924550,5782,419890031,550988,59.6,20.9,-8.9
24-Jan-18,491,491,455.3,458.95,470.4389772,3144908,14399,1479487303,2315552,73.63,35.7,-32.05
23-Jan-18,495.9,498.45,488,490.9,493.6587111,2973299,3408,1467794952,2738657,92.11,10.45,-5
22-Jan-18,493,497.25,487.75,489.7,490.1108808,604929,3504,296482285,347960,57.52,9.5,-3.3
19-Jan-18,487.25,500.1,485,497.75,492.3854357,787117,6974,387564947,364713,46.34,15.1,10.5
18-Jan-18,503,508.2,493,494.5,500.3462092,298311,3478,149258778,51842,17.38,15.2,-8.5
17-Jan-18,492.1,503.55,491.7,500.35,496.9564073,192670,3658,95748591,64170,33.31,11.85,8.25
16-Jan-18,509.5,513.45,491.2,496.9,499.1470962,39137203,6752,19535221230,38813941,99.17,22.25,-12.6
15-Jan-18,510,511.45,502,504.1,506.8255188,191843,3461,97230928,31709,16.53,9.45,-5.9
12-Jan-18,518.95,518.95,504.65,509.4,510.1701351,229353,4160,117009051,60148,26.23,14.3,-9.55
11-Jan-18,507.05,516.75,503.35,514.75,512.7804824,377218,5863,193430028,164535,43.62,13.4,7.7
10-Jan-18,514,517.45,504.3,506.35,509.9911986,321538,4128,163981550,102421,31.85,13.15,-7.65
09-Jan-18,518,524.35,505.05,510,515.11215,1740713,5938,896662416,1371309,78.78,19.3,-8
08-Jan-18,535,535,514.25,516.1,519.8774878,577722,9877,300344662,215746,37.34,20.75,-18.9
05-Jan-18,524,542.25,518.85,540,534.7828601,464949,6076,248646756,178942,38.49,23.4,16
04-Jan-18,520,526.5,514.4,522.45,520.3088154,172663,2228,89838081,33872,19.62,12.1,2.45
03-Jan-18,522,525.1,515.5,518.45,521.8870759,195937,1947,102256988,47770,24.38,9.6,-3.55
02-Jan-18,531.1,532,512.2,516.3,520.0730491,182480,2140,94902930,37906,20.77,19.8,-14.8
01-Jan-18,531.5,537.9,526,528.15,532.3960542,141213,1591,75181244,13508,9.57,11.9,-3.35
29-Dec-17,531,538.3,527,529.4,531.8187835,210483,1970,111938813,55026,26.14,11.3,-1.6
28-Dec-17,535,545,530.1,531.05,533.3384289,110620,2013,58997897,24518,22.16,14.9,-3.95
27-Dec-17,542.1,547.2,530.75,534,540.7948964,307703,3991,166404212,103634,33.68,16.45,-8.1
26-Dec-17,531,546,527,542.8,536.9119402,449490,2894,241336548,201717,44.88,19,11.8
22-Dec-17,525.05,538.65,524.15,529.1,531.9015829,264080,4933,140464570,69906,26.47,14.5,4.05
21-Dec-17,528.5,531.65,522.1,523.95,525.4909198,408910,3645,214878492,252854,61.84,9.55,-4.55
20-Dec-17,539.1,540.75,526.8,528.6,533.6934597,222284,4156,118631517,61753,27.78,13.95,-10.5
19-Dec-17,526,539.95,520.2,536.4,523.7253235,4612310,5054,2415583547,4375086,94.86,19.75,10.4
18-Dec-17,500,531.45,485,526.15,499.4231592,3421691,8774,1708871729,3127307,91.4,46.45,26.15
15-Dec-17,524,534,516.2,518.95,526.9658241,3337467,2691,1758731048,3178461,95.24,17.8,-5.05
14-Dec-17,517,526.3,511.5,521,518.503612,149639,1719,77588362,46036,30.76,14.8,4
13-Dec-17,528.5,533.5,515,516.95,530.1374392,4356239,3882,2309405388,4085445,93.78,18.5,-11.55
12-Dec-17,532.5,533.4,520.65,523.95,524.876912,105713,1353,55486313,20384,19.28,12.75,-8.55
11-Dec-17,526.2,537.8,524.8,532.5,531.780809,295263,4535,157015197,52132,17.66,13,6.3
08-Dec-17,516,530.85,515,525.15,524.7452532,434027,7712,227753608,125182,28.84,15.85,9.15
07-Dec-17,483.15,518.4,480,513.35,505.8881723,278464,4388,140871644,62924,22.6,38.4,30.2
06-Dec-17,488,492.6,479.95,483.95,487.916486,257430,1171,125604341,182033,70.71,12.65,-4.05
05-Dec-17,485,492,477,490.5,486.3620087,216423,3170,105259925,52444,24.23,15,5.5
04-Dec-17,485.3,491.9,482.65,484.8,488.2995032,143324,1877,69985038,39124,27.3,9.25,-0.5
01-Dec-17,496.85,496.85,481.75,483.25,489.4897931,209809,2219,102699364,38967,18.57,15.1,-13.6
30-Nov-17,490,499.8,490,496.85,496.4490507,128304,1506,63696399,49998,38.97,9.8,6.85
29-Nov-17,492.75,497,490.2,495.7,494.1186991,73977,1403,36553419,14777,19.98,6.8,2.95
28-Nov-17,500,500.4,490.25,492.2,492.8928839,874929,1270,431246278,585815,66.96,10.15,-7.8
27-Nov-17,498.9,500,490.8,498.15,495.4711587,193334,2840,95791421,72437,37.47,9.2,-0.75
24-Nov-17,497,502.2,495,496.3,496.5543708,803446,2979,398954623,717511,89.3,7.2,-0.7
23-Nov-17,501,506.75,492,496.05,500.5749931,393876,4325,197164476,86866,22.05,14.75,-4.95
22-Nov-17,505,507.6,495.45,498.7,500.3177383,195233,2634,97678533,49763,25.49,12.15,-6.3
21-Nov-17,490.5,509,490.5,503.15,503.0056276,607540,7255,305596039,304577,50.13,18.5,12.65
20-Nov-17,493,496.4,489,492.65,492.9299646,313527,10842,154546853,168048,53.6,7.4,-0.35
17-Nov-17,495.1,505.95,491.15,493.55,499.6400441,499414,7700,249527233,206807,41.41,14.8,-1.55
16-Nov-17,487.55,494.7,481.5,489.9,489.3179826,517390,7293,253168231,211865,40.95,13.2,2.35
15-Nov-17,499.5,499.9,483.55,487.35,491.1294187,260372,4783,127876349,116795,44.86,16.35,-12.15
14-Nov-17,496.1,504.35,495,498.05,498.7806495,237720,6510,118570136,92235,38.8,9.35,1.95
13-Nov-17,506,506,496,498.05,498.6414283,231460,3157,115415545,68077,29.41,10,-7.95
10-Nov-17,507,511.35,497.5,501.8,503.834908,768335,5627,387113994,344733,44.87,13.85,-5.2
09-Nov-17,503.9,507,495.75,503.9,500.8991868,712347,8879,356814033,228504,32.08,11.25,0
08-Nov-17,496,506.85,480,495.15,483.9877007,279514756,162290,1.35282E+11,199916352,71.52,26.85,-0.85
07-Nov-17,534,536.8,512,514.35,524.8488374,389038,3943,204186142,93978,24.16,24.8,-19.65
06-Nov-17,541.35,544.5,528,532.75,535.8975558,339092,4266,181718574,51272,15.12,16.5,-8.6
03-Nov-17,540,565,537.7,541.35,544.2532032,185888173,13960,1.0117E+11,184890487,99.46,27.3,1.35
02-Nov-17,544,548.5,530.75,543.1,538.2669421,557488,5934,300077361,98116,17.6,17.75,-0.9
01-Nov-17,518,544.5,509.45,538.4,532.7825493,1582405,19041,843077770,184101,11.63,35.05,20.4
31-Oct-17,492.8,503.7,487.05,497.65,494.1340227,666790,6777,329483625,174236,26.13,16.65,4.85
30-Oct-17,490,497.75,486.7,492.8,491.7521121,244183,2431,120077506,67130,27.49,11.05,2.8
27-Oct-17,511.5,511.5,483.25,485.1,493.0071281,222358,3081,109624079,34459,15.5,28.25,-26.4
26-Oct-17,514,519.35,503.05,510.55,515.2667285,715248,2403,368543497,492091,68.8,16.3,-3.45
25-Oct-17,501,519,494.3,515.5,507.5188508,594591,6011,301766141,125295,21.07,24.7,14.5
24-Oct-17,500,504.5,494.95,501.65,500.0447581,436457,4900,218248035,60753,13.92,9.55,1.65
23-Oct-17,472,501.45,472,497.5,493.9467661,783448,8655,386981606,197954,25.27,29.45,25.5
